"asset_id","file_name","source_path","target_path","category","status","notes"
"asset_0059","Gemini_Generated_Image_.png","BUX2\BOARD\Gemini_Generated_Image_.png","Assets\BUX\_Review\Unsorted\Gemini_Generated_Image___conflict_1.png","Review/Unsorted","conflict_copied_unique","Generated/contact-sheet/unclear PNG preserved for review"
"asset_0286","Gemini_Generated_Image_.png","BUX2\sound\unsorted6\Gemini_Generated_Image_.png","Assets\BUX\_Review\Unsorted\Gemini_Generated_Image___conflict_2.png","Review/Unsorted","conflict_copied_unique","Generated/contact-sheet/unclear PNG preserved for review"
"asset_0351","Gemini_Generated_Image_.png","BUX2\unsorted\Gemini_Generated_Image_.png","Assets\BUX\_Review\Unsorted\Gemini_Generated_Image___conflict_3.png","Review/Unsorted","conflict_copied_unique","Generated/contact-sheet/unclear PNG preserved for review"
"asset_0373","Gemini_Generated_Image_.png","BUX2\unsorted\unsorted ny\Gemini_Generated_Image_.png","Assets\BUX\_Review\Unsorted\Gemini_Generated_Image___conflict_4.png","Review/Unsorted","conflict_copied_unique","Generated/contact-sheet/unclear PNG preserved for review"
"asset_0421","Gemini_Generated_Image_.png","BUX2\unsorted3\Gemini_Generated_Image_.png","Assets\BUX\_Review\Unsorted\Gemini_Generated_Image___conflict_5.png","Review/Unsorted","conflict_copied_unique","Generated/contact-sheet/unclear PNG preserved for review"
"asset_0438","Gemini_Generated_Image_.png","BUX2\unsorted4\Gemini_Generated_Image_.png","Assets\BUX\_Review\Unsorted\Gemini_Generated_Image___conflict_6.png","Review/Unsorted","conflict_copied_unique","Generated/contact-sheet/unclear PNG preserved for review"
"asset_0480","Gemini_Generated_Image_.png","BUX2\unsorted4\unsorted5\Gemini_Generated_Image_.png","Assets\BUX\_Review\Unsorted\Gemini_Generated_Image___conflict_7.png","Review/Unsorted","conflict_copied_unique","Generated/contact-sheet/unclear PNG preserved for review"
"asset_0024","renamed_unsorted3_assets_contact_sheet.png","BUX2\renamed_unsorted3_assets_contact_sheet.png","Assets\BUX\_Review\Unsorted\renamed_unsorted3_assets_contact_sheet.png","Review/Unsorted","copied","Generated/contact-sheet/unclear PNG preserved for review"
"asset_0025","renamed_unsorted4_assets_contact_sheet.png","BUX2\renamed_unsorted4_assets_contact_sheet.png","Assets\BUX\_Review\Unsorted\renamed_unsorted4_assets_contact_sheet.png","Review/Unsorted","copied","Generated/contact-sheet/unclear PNG preserved for review"
"asset_0028","sprite sheet.png","BUX2\sprite sheet.png","Assets\BUX\_Review\Unsorted\sprite sheet.png","Review/Unsorted","copied","Generated/contact-sheet/unclear PNG preserved for review"
"asset_0029","TILES.zip","BUX2\TILES.zip","Assets\BUX\_Review\Unsorted\TILES.zip","Review/Unsorted","copied","Non-art package artifact preserved for review"
"asset_0031","tree.zip","BUX2\tree.zip","Assets\BUX\_Review\Unsorted\tree.zip","Review/Unsorted","copied","Non-art package artifact preserved for review"
"asset_0051","unsorted_contact_sheet.png","BUX2\unsorted_contact_sheet.png","Assets\BUX\_Review\Unsorted\unsorted_contact_sheet.png","Review/Unsorted","copied","Generated/contact-sheet/unclear PNG preserved for review"
"asset_0052","unsorted_new_25_44_contact_sheet.png","BUX2\unsorted_new_25_44_contact_sheet.png","Assets\BUX\_Review\Unsorted\unsorted_new_25_44_contact_sheet.png","Review/Unsorted","copied","Generated/contact-sheet/unclear PNG preserved for review"
"asset_0053","unsorted_ny_contact_sheet.png","BUX2\unsorted_ny_contact_sheet.png","Assets\BUX\_Review\Unsorted\unsorted_ny_contact_sheet.png","Review/Unsorted","copied","Generated/contact-sheet/unclear PNG preserved for review"
"asset_0045","unsorted3_contact_sheet.png","BUX2\unsorted3_contact_sheet.png","Assets\BUX\_Review\Unsorted\unsorted3_contact_sheet.png","Review/Unsorted","copied","Generated/contact-sheet/unclear PNG preserved for review"
"asset_0046","unsorted3_contact_sheet_write_order.png","BUX2\unsorted3_contact_sheet_write_order.png","Assets\BUX\_Review\Unsorted\unsorted3_contact_sheet_write_order.png","Review/Unsorted","copied","Generated/contact-sheet/unclear PNG preserved for review"
"asset_0048","unsorted4_contact_sheet.png","BUX2\unsorted4_contact_sheet.png","Assets\BUX\_Review\Unsorted\unsorted4_contact_sheet.png","Review/Unsorted","copied","Generated/contact-sheet/unclear PNG preserved for review"
"asset_0050","unsorted5_contact_sheet.png","BUX2\unsorted5_contact_sheet.png","Assets\BUX\_Review\Unsorted\unsorted5_contact_sheet.png","Review/Unsorted","copied","Generated/contact-sheet/unclear PNG preserved for review"
"asset_0229","unsorted6_contact_sheet.png","BUX2\sound\unsorted6_contact_sheet.png","Assets\BUX\_Review\Unsorted\unsorted6_contact_sheet.png","Review/Unsorted","copied","Generated/contact-sheet/unclear PNG preserved for review"
"asset_0180","event_honey_harvest_background.png","BUX2\renamed_unsorted4_assets\event_honey_harvest_background.png","Assets\BUX\Art\Backgrounds\Events\event_honey_harvest_background.png","Art/Backgrounds/Events","copied","Matched expected filename"
"asset_0058","dark_overlay_vignette.png","BUX2\BOARD\dark_overlay_vignette.png","Assets\BUX\Art\Backgrounds\Gameplay\dark_overlay_vignette.png","Art/Backgrounds/Gameplay","copied","Matched expected filename"
"asset_0060","level_background_berry_village.png","BUX2\BOARD\level_background_berry_village.png","Assets\BUX\Art\Backgrounds\Gameplay\level_background_berry_village.png","Art/Backgrounds/Gameplay","copied","Matched expected filename"
"asset_0061","level_background_calm_forest.png","BUX2\BOARD\level_background_calm_forest.png","Assets\BUX\Art\Backgrounds\Gameplay\level_background_calm_forest.png","Art/Backgrounds/Gameplay","copied","Matched expected filename"
"asset_0186","level_background_crystal_garden.png","BUX2\renamed_unsorted4_assets\level_background_crystal_garden.png","Assets\BUX\Art\Backgrounds\Gameplay\level_background_crystal_garden.png","Art/Backgrounds/Gameplay","copied","Matched expected filename"
"asset_0187","level_background_honey_hills.png","BUX2\renamed_unsorted4_assets\level_background_honey_hills.png","Assets\BUX\Art\Backgrounds\Gameplay\level_background_honey_hills.png","Art/Backgrounds/Gameplay","copied","Matched expected filename"
"asset_0062","level_background_magic_clearing.png","BUX2\BOARD\level_background_magic_clearing.png","Assets\BUX\Art\Backgrounds\Gameplay\level_background_magic_clearing.png","Art/Backgrounds/Gameplay","copied","Matched expected filename"
"asset_0188","level_background_moonlit_grove.png","BUX2\renamed_unsorted4_assets\level_background_moonlit_grove.png","Assets\BUX\Art\Backgrounds\Gameplay\level_background_moonlit_grove.png","Art/Backgrounds/Gameplay","copied","Matched expected filename"
"asset_0189","level_background_mossy_forest.png","BUX2\renamed_unsorted4_assets\level_background_mossy_forest.png","Assets\BUX\Art\Backgrounds\Gameplay\level_background_mossy_forest.png","Art/Backgrounds/Gameplay","copied","Matched expected filename"
"asset_0063","level_background_soft_blurred.png","BUX2\BOARD\level_background_soft_blurred.png","Assets\BUX\Art\Backgrounds\Gameplay\level_background_soft_blurred.png","Art/Backgrounds/Gameplay","copied","Matched expected filename"
"asset_0064","main_forest_background.png","BUX2\BOARD\main_forest_background.png","Assets\BUX\Art\Backgrounds\Gameplay\main_forest_background.png","Art/Backgrounds/Gameplay","copied","Matched expected filename"
"asset_0146","meta_bear_village_background.png","BUX2\renamed_unsorted3_assets\meta_bear_village_background.png","Assets\BUX\Art\Backgrounds\Meta\meta_bear_village_background.png","Art/Backgrounds/Meta","copied","Matched expected filename"
"asset_0190","map_board_world_01_berry_village.png","BUX2\renamed_unsorted4_assets\map_board_world_01_berry_village.png","Assets\BUX\Art\Backgrounds\WorldMaps\map_board_world_01_berry_village.png","Art/Backgrounds/WorldMaps","copied","Matched expected filename"
"asset_0191","map_board_world_02_mossy_forest.png","BUX2\renamed_unsorted4_assets\map_board_world_02_mossy_forest.png","Assets\BUX\Art\Backgrounds\WorldMaps\map_board_world_02_mossy_forest.png","Art/Backgrounds/WorldMaps","copied","Matched expected filename"
"asset_0192","map_board_world_03_honey_hills.png","BUX2\renamed_unsorted4_assets\map_board_world_03_honey_hills.png","Assets\BUX\Art\Backgrounds\WorldMaps\map_board_world_03_honey_hills.png","Art/Backgrounds/WorldMaps","copied","Matched expected filename"
"asset_0193","map_board_world_04_magic_clearing.png","BUX2\renamed_unsorted4_assets\map_board_world_04_magic_clearing.png","Assets\BUX\Art\Backgrounds\WorldMaps\map_board_world_04_magic_clearing.png","Art/Backgrounds/WorldMaps","copied","Matched expected filename"
"asset_0194","map_board_world_05_moonlit_grove.png","BUX2\renamed_unsorted4_assets\map_board_world_05_moonlit_grove.png","Assets\BUX\Art\Backgrounds\WorldMaps\map_board_world_05_moonlit_grove.png","Art/Backgrounds/WorldMaps","copied","Matched expected filename"
"asset_0195","map_board_world_06_crystal_garden.png","BUX2\renamed_unsorted4_assets\map_board_world_06_crystal_garden.png","Assets\BUX\Art\Backgrounds\WorldMaps\map_board_world_06_crystal_garden.png","Art/Backgrounds/WorldMaps","copied","Matched expected filename"
"asset_0054","board_cell_brown.png","BUX2\BOARD\board_cell_brown.png","Assets\BUX\Art\Board\Cells\board_cell_brown.png","Art/Board/Cells","copied","Matched expected filename"
"asset_0169","board_cells_atlas.png","BUX2\renamed_unsorted4_assets\board_cells_atlas.png","Assets\BUX\Art\Board\Cells\board_cells_atlas.png","Art/Board/Cells","copied","Matched expected filename"
"asset_0170","board_decorations_atlas.png","BUX2\renamed_unsorted4_assets\board_decorations_atlas.png","Assets\BUX\Art\Board\Decorations\board_decorations_atlas.png","Art/Board/Decorations","copied","Matched expected filename"
"asset_0055","board_corner_decoration_top_left.png","BUX2\BOARD\board_corner_decoration_top_left.png","Assets\BUX\Art\Board\Frames\board_corner_decoration_top_left.png","Art/Board/Frames","copied","Matched expected filename"
"asset_0056","board_empty_area.png","BUX2\BOARD\board_empty_area.png","Assets\BUX\Art\Board\Frames\board_empty_area.png","Art/Board/Frames","copied","Matched expected filename"
"asset_0171","board_frame_atlas.png","BUX2\renamed_unsorted4_assets\board_frame_atlas.png","Assets\BUX\Art\Board\Frames\board_frame_atlas.png","Art/Board/Frames","copied","Matched expected filename"
"asset_0057","board_inner_grid_surface.png","BUX2\BOARD\board_inner_grid_surface.png","Assets\BUX\Art\Board\Frames\board_inner_grid_surface.png","Art/Board/Frames","copied","Matched expected filename"
"asset_0065","wooden_board_frame.png","BUX2\BOARD\wooden_board_frame.png","Assets\BUX\Art\Board\Frames\wooden_board_frame.png","Art/Board/Frames","copied","Matched expected filename"
"asset_0172","board_shape_masks_atlas.png","BUX2\renamed_unsorted4_assets\board_shape_masks_atlas.png","Assets\BUX\Art\Board\ShapeMasks\board_shape_masks_atlas.png","Art/Board/ShapeMasks","copied","Matched expected filename"
"asset_0173","challenge_board_skins_atlas.png","BUX2\renamed_unsorted4_assets\challenge_board_skins_atlas.png","Assets\BUX\Art\Board\Skins\challenge_board_skins_atlas.png","Art/Board/Skins","copied","Matched expected filename"
"asset_0176","event_board_skins_atlas.png","BUX2\renamed_unsorted4_assets\event_board_skins_atlas.png","Assets\BUX\Art\Board\Skins\event_board_skins_atlas.png","Art/Board/Skins","copied","Matched expected filename"
"asset_0016","Cbear1.png","BUX2\Cbear1.png","Assets\BUX\Art\Companion\Bear\Base\Cbear1.png","Art/Companion/Bear/Base","copied","Matched expected filename"
"asset_0088","companion_bear_base.png","BUX2\renamed_matched_assets\companion_bear_base.png","Assets\BUX\Art\Companion\Bear\Base\companion_bear_base.png","Art/Companion/Bear/Base","copied","Matched expected filename"
"asset_0134","cosmetic_accessory_backpack.png","BUX2\renamed_unsorted3_assets\cosmetic_accessory_backpack.png","Assets\BUX\Art\Companion\Bear\Cosmetics\Accessories\cosmetic_accessory_backpack.png","Art/Companion/Bear/Cosmetics/Accessories","copied","Matched expected filename"
"asset_0135","cosmetic_accessory_glasses.png","BUX2\renamed_unsorted3_assets\cosmetic_accessory_glasses.png","Assets\BUX\Art\Companion\Bear\Cosmetics\Accessories\cosmetic_accessory_glasses.png","Art/Companion/Bear/Cosmetics/Accessories","copied","Matched expected filename"
"asset_0136","cosmetic_accessory_honey_spoon.png","BUX2\renamed_unsorted3_assets\cosmetic_accessory_honey_spoon.png","Assets\BUX\Art\Companion\Bear\Cosmetics\Accessories\cosmetic_accessory_honey_spoon.png","Art/Companion/Bear/Cosmetics/Accessories","copied","Matched expected filename"
"asset_0137","cosmetic_body_beekeeper_suit.png","BUX2\renamed_unsorted3_assets\cosmetic_body_beekeeper_suit.png","Assets\BUX\Art\Companion\Bear\Cosmetics\Body\cosmetic_body_beekeeper_suit.png","Art/Companion/Bear/Cosmetics/Body","copied","Matched expected filename"
"asset_0138","cosmetic_body_forest_vest.png","BUX2\renamed_unsorted3_assets\cosmetic_body_forest_vest.png","Assets\BUX\Art\Companion\Bear\Cosmetics\Body\cosmetic_body_forest_vest.png","Art/Companion/Bear/Cosmetics/Body","copied","Matched expected filename"
"asset_0139","cosmetic_body_raincoat.png","BUX2\renamed_unsorted3_assets\cosmetic_body_raincoat.png","Assets\BUX\Art\Companion\Bear\Cosmetics\Body\cosmetic_body_raincoat.png","Art/Companion/Bear/Cosmetics/Body","copied","Matched expected filename"
"asset_0140","cosmetic_hat_beekeeper_hat.png","BUX2\renamed_unsorted3_assets\cosmetic_hat_beekeeper_hat.png","Assets\BUX\Art\Companion\Bear\Cosmetics\Hats\cosmetic_hat_beekeeper_hat.png","Art/Companion/Bear/Cosmetics/Hats","copied","Matched expected filename"
"asset_0141","cosmetic_hat_mushroom_cap.png","BUX2\renamed_unsorted3_assets\cosmetic_hat_mushroom_cap.png","Assets\BUX\Art\Companion\Bear\Cosmetics\Hats\cosmetic_hat_mushroom_cap.png","Art/Companion/Bear/Cosmetics/Hats","copied","Matched expected filename"
"asset_0142","cosmetic_hat_red_cap.png","BUX2\renamed_unsorted3_assets\cosmetic_hat_red_cap.png","Assets\BUX\Art\Companion\Bear\Cosmetics\Hats\cosmetic_hat_red_cap.png","Art/Companion/Bear/Cosmetics/Hats","copied","Matched expected filename"
"asset_0143","cosmetic_neck_blue_scarf.png","BUX2\renamed_unsorted3_assets\cosmetic_neck_blue_scarf.png","Assets\BUX\Art\Companion\Bear\Cosmetics\Neck\cosmetic_neck_blue_scarf.png","Art/Companion/Bear/Cosmetics/Neck","copied","Matched expected filename"
"asset_0144","cosmetic_neck_flower_necklace.png","BUX2\renamed_unsorted3_assets\cosmetic_neck_flower_necklace.png","Assets\BUX\Art\Companion\Bear\Cosmetics\Neck\cosmetic_neck_flower_necklace.png","Art/Companion/Bear/Cosmetics/Neck","copied","Matched expected filename"
"asset_0145","cosmetic_neck_red_scarf.png","BUX2\renamed_unsorted3_assets\cosmetic_neck_red_scarf.png","Assets\BUX\Art\Companion\Bear\Cosmetics\Neck\cosmetic_neck_red_scarf.png","Art/Companion/Bear/Cosmetics/Neck","copied","Matched expected filename"
"asset_0120","companion_bear_big_cheer.png","BUX2\renamed_unsorted3_assets\companion_bear_big_cheer.png","Assets\BUX\Art\Companion\Bear\GameplayPoses\companion_bear_big_cheer.png","Art/Companion/Bear/GameplayPoses","copied","Matched expected filename"
"asset_0121","companion_bear_defeat_encourage.png","BUX2\renamed_unsorted3_assets\companion_bear_defeat_encourage.png","Assets\BUX\Art\Companion\Bear\GameplayPoses\companion_bear_defeat_encourage.png","Art/Companion/Bear/GameplayPoses","copied","Matched expected filename"
"asset_0122","companion_bear_happy.png","BUX2\renamed_unsorted3_assets\companion_bear_happy.png","Assets\BUX\Art\Companion\Bear\GameplayPoses\companion_bear_happy.png","Art/Companion/Bear/GameplayPoses","copied","Matched expected filename"
"asset_0123","companion_bear_hint_point.png","BUX2\renamed_unsorted3_assets\companion_bear_hint_point.png","Assets\BUX\Art\Companion\Bear\GameplayPoses\companion_bear_hint_point.png","Art/Companion/Bear/GameplayPoses","copied","Matched expected filename"
"asset_0124","companion_bear_idle.png","BUX2\renamed_unsorted3_assets\companion_bear_idle.png","Assets\BUX\Art\Companion\Bear\GameplayPoses\companion_bear_idle.png","Art/Companion/Bear/GameplayPoses","copied","Matched expected filename"
"asset_0131","companion_bear_surprised.png","BUX2\renamed_unsorted3_assets\companion_bear_surprised.png","Assets\BUX\Art\Companion\Bear\GameplayPoses\companion_bear_surprised.png","Art/Companion/Bear/GameplayPoses","copied","Matched expected filename"
"asset_0132","companion_bear_victory.png","BUX2\renamed_unsorted3_assets\companion_bear_victory.png","Assets\BUX\Art\Companion\Bear\GameplayPoses\companion_bear_victory.png","Art/Companion/Bear/GameplayPoses","copied","Matched expected filename"
"asset_0133","companion_bear_worried.png","BUX2\renamed_unsorted3_assets\companion_bear_worried.png","Assets\BUX\Art\Companion\Bear\GameplayPoses\companion_bear_worried.png","Art/Companion/Bear/GameplayPoses","copied","Matched expected filename"
"asset_0125","companion_bear_map_celebrate.png","BUX2\renamed_unsorted3_assets\companion_bear_map_celebrate.png","Assets\BUX\Art\Companion\Bear\MapPoses\companion_bear_map_celebrate.png","Art/Companion/Bear/MapPoses","copied","Matched expected filename"
"asset_0126","companion_bear_map_idle.png","BUX2\renamed_unsorted3_assets\companion_bear_map_idle.png","Assets\BUX\Art\Companion\Bear\MapPoses\companion_bear_map_idle.png","Art/Companion/Bear/MapPoses","copied","Matched expected filename"
"asset_0127","companion_bear_map_open_chest.png","BUX2\renamed_unsorted3_assets\companion_bear_map_open_chest.png","Assets\BUX\Art\Companion\Bear\MapPoses\companion_bear_map_open_chest.png","Art/Companion/Bear/MapPoses","copied","Matched expected filename"
"asset_0128","companion_bear_map_walk_01.png","BUX2\renamed_unsorted3_assets\companion_bear_map_walk_01.png","Assets\BUX\Art\Companion\Bear\MapPoses\companion_bear_map_walk_01.png","Art/Companion/Bear/MapPoses","copied","Matched expected filename"
"asset_0129","companion_bear_map_walk_02.png","BUX2\renamed_unsorted3_assets\companion_bear_map_walk_02.png","Assets\BUX\Art\Companion\Bear\MapPoses\companion_bear_map_walk_02.png","Art/Companion/Bear/MapPoses","copied","Matched expected filename"
"asset_0130","companion_bear_map_wave.png","BUX2\renamed_unsorted3_assets\companion_bear_map_wave.png","Assets\BUX\Art\Companion\Bear\MapPoses\companion_bear_map_wave.png","Art/Companion/Bear/MapPoses","copied","Matched expected filename"
"asset_0483","event_board_skins_atlas.png","BUX2\renamed_unsorted4_assets\event_board_skins_atlas.png","Assets\BUX\Art\Events\HoneyHarvest\event_board_skins_atlas.png","Art/Events/HoneyHarvest","copied","Intentional mirrored copy; file is also a board skin atlas"
"asset_0177","event_honey_board_frame.png","BUX2\renamed_unsorted4_assets\event_honey_board_frame.png","Assets\BUX\Art\Events\HoneyHarvest\event_honey_board_frame.png","Art/Events/HoneyHarvest","copied","Matched expected filename"
"asset_0178","event_honey_chest_closed.png","BUX2\renamed_unsorted4_assets\event_honey_chest_closed.png","Assets\BUX\Art\Events\HoneyHarvest\event_honey_chest_closed.png","Art/Events/HoneyHarvest","copied","Matched expected filename"
"asset_0179","event_honey_chest_open.png","BUX2\renamed_unsorted4_assets\event_honey_chest_open.png","Assets\BUX\Art\Events\HoneyHarvest\event_honey_chest_open.png","Art/Events/HoneyHarvest","copied","Matched expected filename"
"asset_0482","event_honey_harvest_background.png","BUX2\renamed_unsorted4_assets\event_honey_harvest_background.png","Assets\BUX\Art\Events\HoneyHarvest\event_honey_harvest_background.png","Art/Events/HoneyHarvest","copied","Intentional mirrored copy; file is also an event background"
"asset_0181","event_honey_harvest_button.png","BUX2\renamed_unsorted4_assets\event_honey_harvest_button.png","Assets\BUX\Art\Events\HoneyHarvest\event_honey_harvest_button.png","Art/Events/HoneyHarvest","copied","Matched expected filename"
"asset_0182","event_honey_harvest_logo.png","BUX2\renamed_unsorted4_assets\event_honey_harvest_logo.png","Assets\BUX\Art\Events\HoneyHarvest\event_honey_harvest_logo.png","Art/Events/HoneyHarvest","copied","Matched expected filename"
"asset_0183","event_honey_progress_bar.png","BUX2\renamed_unsorted4_assets\event_honey_progress_bar.png","Assets\BUX\Art\Events\HoneyHarvest\event_honey_progress_bar.png","Art/Events/HoneyHarvest","copied","Matched expected filename"
"asset_0184","event_honey_reward_track.png","BUX2\renamed_unsorted4_assets\event_honey_reward_track.png","Assets\BUX\Art\Events\HoneyHarvest\event_honey_reward_track.png","Art/Events/HoneyHarvest","copied","Matched expected filename"
"asset_0185","event_honey_token_large.png","BUX2\renamed_unsorted4_assets\event_honey_token_large.png","Assets\BUX\Art\Events\HoneyHarvest\event_honey_token_large.png","Art/Events/HoneyHarvest","copied","Matched expected filename"
"asset_0215","map_world_complete_banner.png","BUX2\renamed_unsorted4_assets\map_world_complete_banner.png","Assets\BUX\Art\Map\Gates\map_world_complete_banner.png","Art/Map/Gates","copied","Matched expected filename"
"asset_0217","map_world_gate_locked.png","BUX2\renamed_unsorted4_assets\map_world_gate_locked.png","Assets\BUX\Art\Map\Gates\map_world_gate_locked.png","Art/Map/Gates","copied","Matched expected filename"
"asset_0218","map_world_gate_open.png","BUX2\renamed_unsorted4_assets\map_world_gate_open.png","Assets\BUX\Art\Map\Gates\map_world_gate_open.png","Art/Map/Gates","copied","Matched expected filename"
"asset_0216","map_world_gates_atlas.png","BUX2\renamed_unsorted4_assets\map_world_gates_atlas.png","Assets\BUX\Art\Map\Gates\map_world_gates_atlas.png","Art/Map/Gates","copied","Matched expected filename"
"asset_0197","map_node_challenge.png","BUX2\renamed_unsorted4_assets\map_node_challenge.png","Assets\BUX\Art\Map\Nodes\map_node_challenge.png","Art/Map/Nodes","copied","Matched expected filename"
"asset_0198","map_node_chest.png","BUX2\renamed_unsorted4_assets\map_node_chest.png","Assets\BUX\Art\Map\Nodes\map_node_chest.png","Art/Map/Nodes","copied","Matched expected filename"
"asset_0199","map_node_completed_1_star.png","BUX2\renamed_unsorted4_assets\map_node_completed_1_star.png","Assets\BUX\Art\Map\Nodes\map_node_completed_1_star.png","Art/Map/Nodes","copied","Matched expected filename"
"asset_0200","map_node_completed_2_star.png","BUX2\renamed_unsorted4_assets\map_node_completed_2_star.png","Assets\BUX\Art\Map\Nodes\map_node_completed_2_star.png","Art/Map/Nodes","copied","Matched expected filename"
"asset_0201","map_node_completed_3_star.png","BUX2\renamed_unsorted4_assets\map_node_completed_3_star.png","Assets\BUX\Art\Map\Nodes\map_node_completed_3_star.png","Art/Map/Nodes","copied","Matched expected filename"
"asset_0202","map_node_current.png","BUX2\renamed_unsorted4_assets\map_node_current.png","Assets\BUX\Art\Map\Nodes\map_node_current.png","Art/Map/Nodes","copied","Matched expected filename"
"asset_0203","map_node_daily.png","BUX2\renamed_unsorted4_assets\map_node_daily.png","Assets\BUX\Art\Map\Nodes\map_node_daily.png","Art/Map/Nodes","copied","Matched expected filename"
"asset_0204","map_node_event.png","BUX2\renamed_unsorted4_assets\map_node_event.png","Assets\BUX\Art\Map\Nodes\map_node_event.png","Art/Map/Nodes","copied","Matched expected filename"
"asset_0205","map_node_hard.png","BUX2\renamed_unsorted4_assets\map_node_hard.png","Assets\BUX\Art\Map\Nodes\map_node_hard.png","Art/Map/Nodes","copied","Matched expected filename"
"asset_0206","map_node_locked.png","BUX2\renamed_unsorted4_assets\map_node_locked.png","Assets\BUX\Art\Map\Nodes\map_node_locked.png","Art/Map/Nodes","copied","Matched expected filename"
"asset_0207","map_node_super_hard.png","BUX2\renamed_unsorted4_assets\map_node_super_hard.png","Assets\BUX\Art\Map\Nodes\map_node_super_hard.png","Art/Map/Nodes","copied","Matched expected filename"
"asset_0208","map_node_unplayed.png","BUX2\renamed_unsorted4_assets\map_node_unplayed.png","Assets\BUX\Art\Map\Nodes\map_node_unplayed.png","Art/Map/Nodes","copied","Matched expected filename"
"asset_0196","map_nodes_atlas.png","BUX2\renamed_unsorted4_assets\map_nodes_atlas.png","Assets\BUX\Art\Map\Nodes\map_nodes_atlas.png","Art/Map/Nodes","copied","Matched expected filename"
"asset_0210","map_path_bridge.png","BUX2\renamed_unsorted4_assets\map_path_bridge.png","Assets\BUX\Art\Map\Paths\map_path_bridge.png","Art/Map/Paths","copied","Matched expected filename"
"asset_0211","map_path_curve_left.png","BUX2\renamed_unsorted4_assets\map_path_curve_left.png","Assets\BUX\Art\Map\Paths\map_path_curve_left.png","Art/Map/Paths","copied","Matched expected filename"
"asset_0212","map_path_curve_right.png","BUX2\renamed_unsorted4_assets\map_path_curve_right.png","Assets\BUX\Art\Map\Paths\map_path_curve_right.png","Art/Map/Paths","copied","Matched expected filename"
"asset_0213","map_path_straight.png","BUX2\renamed_unsorted4_assets\map_path_straight.png","Assets\BUX\Art\Map\Paths\map_path_straight.png","Art/Map/Paths","copied","Matched expected filename"
"asset_0214","map_path_vertical.png","BUX2\renamed_unsorted4_assets\map_path_vertical.png","Assets\BUX\Art\Map\Paths\map_path_vertical.png","Art/Map/Paths","copied","Matched expected filename"
"asset_0209","map_paths_atlas.png","BUX2\renamed_unsorted4_assets\map_paths_atlas.png","Assets\BUX\Art\Map\Paths\map_paths_atlas.png","Art/Map/Paths","copied","Matched expected filename"
"asset_0481","meta_bear_village_background.png","BUX2\renamed_unsorted3_assets\meta_bear_village_background.png","Assets\BUX\Art\Meta\BearVillage\Backgrounds\meta_bear_village_background.png","Art/Meta/BearVillage/Backgrounds","copied","Intentional mirrored copy; file is also a meta background"
"asset_0147","meta_building_bee_garden_level_01.png","BUX2\renamed_unsorted3_assets\meta_building_bee_garden_level_01.png","Assets\BUX\Art\Meta\BearVillage\Buildings\BeeGarden\meta_building_bee_garden_level_01.png","Art/Meta/BearVillage/Buildings/BeeGarden","copied","Matched expected filename"
"asset_0148","meta_building_bee_garden_level_02.png","BUX2\renamed_unsorted3_assets\meta_building_bee_garden_level_02.png","Assets\BUX\Art\Meta\BearVillage\Buildings\BeeGarden\meta_building_bee_garden_level_02.png","Art/Meta/BearVillage/Buildings/BeeGarden","copied","Matched expected filename"
"asset_0149","meta_building_bee_garden_level_03.png","BUX2\renamed_unsorted3_assets\meta_building_bee_garden_level_03.png","Assets\BUX\Art\Meta\BearVillage\Buildings\BeeGarden\meta_building_bee_garden_level_03.png","Art/Meta/BearVillage/Buildings/BeeGarden","copied","Matched expected filename"
"asset_0150","meta_building_berry_stand_level_01.png","BUX2\renamed_unsorted3_assets\meta_building_berry_stand_level_01.png","Assets\BUX\Art\Meta\BearVillage\Buildings\BerryStand\meta_building_berry_stand_level_01.png","Art/Meta/BearVillage/Buildings/BerryStand","copied","Matched expected filename"
"asset_0151","meta_building_berry_stand_level_02.png","BUX2\renamed_unsorted3_assets\meta_building_berry_stand_level_02.png","Assets\BUX\Art\Meta\BearVillage\Buildings\BerryStand\meta_building_berry_stand_level_02.png","Art/Meta/BearVillage/Buildings/BerryStand","copied","Matched expected filename"
"asset_0152","meta_building_berry_stand_level_03.png","BUX2\renamed_unsorted3_assets\meta_building_berry_stand_level_03.png","Assets\BUX\Art\Meta\BearVillage\Buildings\BerryStand\meta_building_berry_stand_level_03.png","Art/Meta/BearVillage/Buildings/BerryStand","copied","Matched expected filename"
"asset_0153","meta_building_honey_hut_level_01.png","BUX2\renamed_unsorted3_assets\meta_building_honey_hut_level_01.png","Assets\BUX\Art\Meta\BearVillage\Buildings\HoneyHut\meta_building_honey_hut_level_01.png","Art/Meta/BearVillage/Buildings/HoneyHut","copied","Matched expected filename"
"asset_0154","meta_building_honey_hut_level_02.png","BUX2\renamed_unsorted3_assets\meta_building_honey_hut_level_02.png","Assets\BUX\Art\Meta\BearVillage\Buildings\HoneyHut\meta_building_honey_hut_level_02.png","Art/Meta/BearVillage/Buildings/HoneyHut","copied","Matched expected filename"
"asset_0155","meta_building_honey_hut_level_03.png","BUX2\renamed_unsorted3_assets\meta_building_honey_hut_level_03.png","Assets\BUX\Art\Meta\BearVillage\Buildings\HoneyHut\meta_building_honey_hut_level_03.png","Art/Meta/BearVillage/Buildings/HoneyHut","copied","Matched expected filename"
